name,size,md5,last_modified
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1012.csv.gz,48888661,b30c973600c661e7545444a21e88ad2a-6,"Wed, 9 Aug 2023 16:18:07 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1013.csv.gz,49150436,b74f1a4735f54c1f3556944025f6b7d8-6,"Wed, 9 Aug 2023 16:18:16 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1014.csv.gz,48906336,e8eb9dd9df63dfb2aa251b38c9c9f5d0-6,"Wed, 9 Aug 2023 16:18:25 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1015.csv.gz,49677268,c9a918c7e8481258258df6496a733881-6,"Wed, 9 Aug 2023 16:18:36 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1016.csv.gz,48675483,93e7d3b608a1735e07c18df248c59e5f-6,"Wed, 9 Aug 2023 16:18:44 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1017.csv.gz,48866026,227167f2f435c8408aa857f111910046-6,"Wed, 9 Aug 2023 16:18:56 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1018.csv.gz,48635226,32cdeabc5ec567d43c00d1a228f2a21f-6,"Wed, 9 Aug 2023 16:19:05 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1019.csv.gz,48951254,78bbdd97df88614a2472befdfb2488a3-6,"Wed, 9 Aug 2023 16:19:14 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_102.csv.gz,47970795,0a6b661d7934496b87de3d7c415cca8a-6,"Wed, 9 Aug 2023 15:05:52 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1020.csv.gz,49177560,1ea74219a6b06d35b5e6e6ed8f9a745d-6,"Wed, 9 Aug 2023 16:19:21 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1021.csv.gz,46944886,bbb7d0a138df737b9491a1a64d1af40f-6,"Wed, 9 Aug 2023 16:19:31 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1022.csv.gz,48608299,b0b6c916e4671f1850efebfa5c975a5d-6,"Wed, 9 Aug 2023 16:19:38 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1023.csv.gz,48692924,9ece1cfcaad603d6f4ce96d25976d1bf-6,"Wed, 9 Aug 2023 16:19:50 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1024.csv.gz,49320394,b4a468d253b464a1617a7b83e6b02003-6,"Wed, 9 Aug 2023 16:20:02 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1025.csv.gz,47267206,5684e28adb34ad6030d2f56f12c745f4-6,"Wed, 9 Aug 2023 16:20:11 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1026.csv.gz,47733131,39a73d0122923f05566e51272a69796c-6,"Wed, 9 Aug 2023 16:20:19 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1027.csv.gz,48597682,0b016adc0d41329ae0e6fe082bb491b4-6,"Wed, 9 Aug 2023 16:20:33 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1028.csv.gz,49274324,ad5333ec2f5664f2c6402df619f319ab-6,"Wed, 9 Aug 2023 16:20:45 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1029.csv.gz,49022072,58d7a8b501c7b2d9488222b403cf6e07-6,"Wed, 9 Aug 2023 16:20:54 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_103.csv.gz,48239462,2955318af2117d1ac4c534da3b9ce8fa-6,"Wed, 9 Aug 2023 15:06:00 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1030.csv.gz,48951767,4e0aca05d81a798d89aa1f0ebf055c00-6,"Wed, 9 Aug 2023 16:21:02 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1031.csv.gz,49288750,0b14a3492bb2e9dc47d5f937c1cb5b06-6,"Wed, 9 Aug 2023 16:21:13 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1032.csv.gz,49313327,1115802658a1395e0e6ce6b6b8366d13-6,"Wed, 9 Aug 2023 16:21:24 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1033.csv.gz,49255876,25132344a6fe3dc7e86e4d3f1898e9a7-6,"Wed, 9 Aug 2023 16:21:36 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1034.csv.gz,48775025,679490460ecf6e3c17a862053bf21303-6,"Wed, 9 Aug 2023 16:21:46 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1035.csv.gz,49650194,04f507a0a363fb6113be0eb28a133c8d-6,"Wed, 9 Aug 2023 16:22:01 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1036.csv.gz,49294527,575037e6547a31bde94e423a295f20d5-6,"Wed, 9 Aug 2023 16:22:13 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1037.csv.gz,49145211,c9e322290f6236d688bede5e8dc53cc3-6,"Wed, 9 Aug 2023 16:22:25 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1038.csv.gz,49143000,c5d29e0199249b16ff88a8faa68b6362-6,"Wed, 9 Aug 2023 16:22:34 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1039.csv.gz,48807184,497853658899bf63a2008cb4f708988e-6,"Wed, 9 Aug 2023 16:22:44 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_104.csv.gz,48468202,5059c0d288fdad3f6220bb82b32f7a49-6,"Wed, 9 Aug 2023 15:06:08 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1040.csv.gz,48697287,350c3efb636679289a952c78b21a2c0d-6,"Wed, 9 Aug 2023 16:22:53 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1041.csv.gz,48057560,2acb38a87141c8d9b6c37b1ffb19564e-6,"Wed, 9 Aug 2023 16:23:01 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1042.csv.gz,47894461,c42a56a1e4510fcb1f8425880a4d38ae-6,"Wed, 9 Aug 2023 16:23:07 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1043.csv.gz,49680234,c0a76b54cbedc6c01a2d7a8e1bc2f1f2-6,"Wed, 9 Aug 2023 16:23:17 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1044.csv.gz,49141898,c49f59cc68459f3f3baf7d2e232a5c2b-6,"Wed, 9 Aug 2023 16:23:26 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1045.csv.gz,49718324,854f99da64b91da55cbde23cd86116db-6,"Wed, 9 Aug 2023 16:23:40 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1046.csv.gz,49354532,85612d0b850928f00954dc91720abedf-6,"Wed, 9 Aug 2023 16:23:51 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1047.csv.gz,48560340,daa2a2aceac698c6b796de49fbef83db-6,"Wed, 9 Aug 2023 16:24:04 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1048.csv.gz,48406978,8997474693f59e19f75a12bc7fc8464d-6,"Wed, 9 Aug 2023 16:24:13 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1049.csv.gz,48939644,a56769ac9db68b8d80a6095936221e67-6,"Wed, 9 Aug 2023 16:24:25 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_105.csv.gz,49004139,2b3612c2275ebdd460931be7d658d721-6,"Wed, 9 Aug 2023 15:06:15 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1050.csv.gz,49397242,3ddeb180d75fc3c1c75b13eaa578db7b-6,"Wed, 9 Aug 2023 16:24:34 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1051.csv.gz,49284628,4450eac652abb4fe5ac82e63788fedd0-6,"Wed, 9 Aug 2023 16:24:45 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1052.csv.gz,49449809,ea21f991f2f5fc1d54a322cf7fc570e0-6,"Wed, 9 Aug 2023 16:24:53 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1053.csv.gz,49693328,198287fec216f84c7875fada942854e8-6,"Wed, 9 Aug 2023 16:25:00 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1054.csv.gz,49812008,e54738c8dc29b07ef59eda9d47569354-6,"Wed, 9 Aug 2023 16:25:07 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1055.csv.gz,49658885,d35663e7734529b321a4fa35d2b7d697-6,"Wed, 9 Aug 2023 16:25:22 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1056.csv.gz,49410595,2de4b10fb189c7426a94ae4332722c1e-6,"Wed, 9 Aug 2023 16:25:33 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1057.csv.gz,50423134,9fbf167e04fa81f78ab6fc3c7f93638d-7,"Wed, 9 Aug 2023 16:25:46 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1058.csv.gz,49444615,ca60641734ae5b8b84cb813199ca74eb-6,"Wed, 9 Aug 2023 16:25:55 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1059.csv.gz,49483582,37c2480a3e69a58cfab86d4eeca70c11-6,"Wed, 9 Aug 2023 16:26:03 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_106.csv.gz,48600369,1f06706e7d34e9abe72f43f8f6cea38c-6,"Wed, 9 Aug 2023 15:06:23 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1060.csv.gz,49991551,16dde3fdb5a1e95722d412a45073c68a-6,"Wed, 9 Aug 2023 16:26:12 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1061.csv.gz,50001264,96823e5b308d850b20f93b42fd3af24e-6,"Wed, 9 Aug 2023 16:26:24 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1062.csv.gz,49551747,4ba3b219e7c939e69792fbe008f150de-6,"Wed, 9 Aug 2023 16:26:39 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1063.csv.gz,50139849,8bb34ba1cff7ca5ee1d68a4766ac8fac-6,"Wed, 9 Aug 2023 16:26:50 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1064.csv.gz,49105257,e6395d915ce76c3c79d39440297e90df-6,"Wed, 9 Aug 2023 16:26:58 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1065.csv.gz,50246212,ced1d5ca3ebc40e4d7135a6ffe046f52-6,"Wed, 9 Aug 2023 16:27:10 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1066.csv.gz,49492108,e0d6ca5b2e54b42431f6182a2f0347bb-6,"Wed, 9 Aug 2023 16:27:19 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1067.csv.gz,49976283,739bee0ed4f7358fe853ae7002f43d49-6,"Wed, 9 Aug 2023 16:27:27 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1068.csv.gz,49162009,52fbfed34645ac08c26bb19efc0d936c-6,"Wed, 9 Aug 2023 16:27:41 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1069.csv.gz,49680355,02f7d0f3e0e0c20846f2d78f897cf0b3-6,"Wed, 9 Aug 2023 16:27:51 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_107.csv.gz,48563716,8fb8be29138a2c7e857579a7430606fe-6,"Wed, 9 Aug 2023 15:06:30 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1070.csv.gz,49716727,aa3e7a93d897427487d8982bcad9a20b-6,"Wed, 9 Aug 2023 16:28:03 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1071.csv.gz,48689198,16030feb7c8018f69df71bd53802dc57-6,"Wed, 9 Aug 2023 16:28:12 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1072.csv.gz,50012001,290db503aab65406d3b0279fd601aa93-6,"Wed, 9 Aug 2023 16:28:19 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1073.csv.gz,49557565,9c74162cd4a6ba8dce0806c6b8ef31ae-6,"Wed, 9 Aug 2023 16:28:27 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1074.csv.gz,49665040,cfa423ffa1b8d68d8b42efa3fc6a70af-6,"Wed, 9 Aug 2023 16:28:35 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1075.csv.gz,49730124,8d7ff0140ac1b223e1d9f0b3419bb9c0-6,"Wed, 9 Aug 2023 16:28:44 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1076.csv.gz,49970394,5c665f9012b02c0d35b3fe33e424746b-6,"Wed, 9 Aug 2023 16:28:53 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1077.csv.gz,49362766,8871daa3fdf3e88822c7c48ab1b1f32b-6,"Wed, 9 Aug 2023 16:29:05 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1078.csv.gz,49640098,181c9e28cedc3af2da0c90d50a7b6350-6,"Wed, 9 Aug 2023 16:29:16 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1079.csv.gz,50952871,25b18501a4ab29ba3b9dee3718c00a73-7,"Wed, 9 Aug 2023 16:29:25 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_108.csv.gz,48271051,3e509075f78b7b65dd00637dad2c24fb-6,"Wed, 9 Aug 2023 15:06:39 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1080.csv.gz,50345933,cb44a522d61a10a4e7ea98391b8225ef-7,"Wed, 9 Aug 2023 16:29:37 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1081.csv.gz,51331036,f7bec451a334f528a138d40439ebaedf-7,"Wed, 9 Aug 2023 16:29:51 GMT"
s3://s3-dev-etldata-001/inbound/CREO/Backfill/DatasetValue/DatasetValue_Backfill_1082.csv.gz,50522080,b4bf4999d0f2c9a84e3a80df2f358826-7,"Wed, 9 Aug 2023 16:30:00 GMT"
